screenshot,route,subject,surface,grade,pageId,sectionIndex,sectionTotal,sectionTitle,selectionReason,matchedSignals,pass,issue,suspectFile,viewport,id
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-pythagoras_hyp-s5-mobile.png","/learning/book/geometry/g6/pythagoras_hyp","geometry","books-geometry","g6","pythagoras_hyp","5","7","נסו בעצמכם","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, +, −/-, ²/³, ס""מ","PASS","","","mobile","book-geometry-g6-pythagoras_hyp-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-cylinder_volume-s4-mobile.png","/learning/book/geometry/g6/cylinder_volume","geometry","books-geometry","g6","cylinder_volume","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, π, ²/³, ס""מ, דוגמה/פתרון, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-cylinder_volume-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-cylinder_volume-s6-mobile.png","/learning/book/geometry/g6/cylinder_volume","geometry","books-geometry","g6","cylinder_volume","6","7","שימו לב!","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, π, ²/³, ס""מ, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-cylinder_volume-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-cylinder_volume-s3-mobile.png","/learning/book/geometry/g6/cylinder_volume","geometry","books-geometry","g6","cylinder_volume","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ²/³, ס""מ, דוגמה/פתרון, משוואה, עשרוני","PASS","","","mobile","book-geometry-g6-cylinder_volume-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-cylinder_volume-s5-mobile.png","/learning/book/geometry/g6/cylinder_volume","geometry","books-geometry","g6","cylinder_volume","5","7","נסו בעצמכם","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, π, ²/³, ס""מ, עשרוני","PASS","","","mobile","book-geometry-g6-cylinder_volume-s5"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-sphere_volume-s4-mobile.png","/learning/book/geometry/g6/sphere_volume","geometry","books-geometry","g6","sphere_volume","4","7","בואו נפתור","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ÷, π, ²/³, ס""מ, דוגמה/פתרון, משוואה, עשרוני, שבר","PASS","","","mobile","book-geometry-g6-sphere_volume-s4"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-sphere_volume-s6-mobile.png","/learning/book/geometry/g6/sphere_volume","geometry","books-geometry","g6","sphere_volume","6","7","שימו לב!","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ÷, π, ²/³, ס""מ, משוואה, עשרוני, שבר","PASS","","","mobile","book-geometry-g6-sphere_volume-s6"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-sphere_volume-s3-mobile.png","/learning/book/geometry/g6/sphere_volume","geometry","books-geometry","g6","sphere_volume","3","7","דוגמה","מכיל תרגילים/דוגמאות; מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ÷, ²/³, ס""מ, דוגמה/פתרון, משוואה, עשרוני, שבר","PASS","","","mobile","book-geometry-g6-sphere_volume-s3"
"C:/Users/ERAN YOSEF/Desktop/final projects/FINAL-WEB/LIOSH-WEB-TRY/docs/qa/rtl-content-audit-screenshots/book-geometry-g6-sphere_volume-s5-mobile.png","/learning/book/geometry/g6/sphere_volume","geometry","books-geometry","g6","sphere_volume","5","7","נסו בעצמכם","מכיל שוויון; מכיל נוסחה/סימן גאומטרי; מכיל יחידות מדידה","=, ×, ÷, π, ²/³, ס""מ, עשרוני, שבר","PASS","","","mobile","book-geometry-g6-sphere_volume-s5"
"","/learning/book/science/g1/materials","science","books-science","g1","materials","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g1/materials","mobile","book-science-g1-materials-error"
"","/learning/book/science/g2/materials","science","books-science","g2","materials","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g2/materials","mobile","book-science-g2-materials-error"
"","/learning/book/science/g2/experiments","science","books-science","g2","experiments","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g2/experiments","mobile","book-science-g2-experiments-error"
"","/learning/book/science/g3/materials","science","books-science","g3","materials","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g3/materials","mobile","book-science-g3-materials-error"
"","/learning/book/science/g3/experiments","science","books-science","g3","experiments","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g3/experiments","mobile","book-science-g3-experiments-error"
"","/learning/book/science/g3/earth_space","science","books-science","g3","earth_space","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g3/earth_space","mobile","book-science-g3-earth_space-error"
"","/learning/book/science/g4/materials","science","books-science","g4","materials","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g4/materials","mobile","book-science-g4-materials-error"
"","/learning/book/science/g4/experiments","science","books-science","g4","experiments","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g4/experiments","mobile","book-science-g4-experiments-error"
"","/learning/book/science/g4/earth_space","science","books-science","g4","earth_space","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g4/earth_space","mobile","book-science-g4-earth_space-error"
"","/learning/book/science/g5/materials","science","books-science","g5","materials","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g5/materials","mobile","book-science-g5-materials-error"
"","/learning/book/science/g5/experiments","science","books-science","g5","experiments","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g5/experiments","mobile","book-science-g5-experiments-error"
"","/learning/book/science/g5/earth_space","science","books-science","g5","earth_space","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g5/earth_space","mobile","book-science-g5-earth_space-error"
"","/learning/book/science/g6/materials","science","books-science","g6","materials","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g6/materials","mobile","book-science-g6-materials-error"
"","/learning/book/science/g6/experiments","science","books-science","g6","experiments","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g6/experiments","mobile","book-science-g6-experiments-error"
"","/learning/book/science/g6/earth_space","science","books-science","g6","earth_space","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g6/earth_space","mobile","book-science-g6-earth_space-error"
"","/learning/math-master","math","practice","","","0","0","","","","FAIL","locator.waitFor: Timeout 45000ms exceeded.
Call log:
  - waiting for getByTestId('math-grade-select') to be visible
","/learning/math-master","mobile","math-practice-compare-mobile"
"","/learning/math-master","math","practice","","","0","0","","","","FAIL","locator.waitFor: Timeout 45000ms exceeded.
Call log:
  - waiting for getByTestId('math-grade-select') to be visible
","/learning/math-master","mobile","math-practice-fractions-mobile"
"","/learning/math-master","math","practice","","","0","0","","","","FAIL","locator.waitFor: Timeout 45000ms exceeded.
Call log:
  - waiting for getByTestId('math-grade-select') to be visible
","/learning/math-master","mobile","math-practice-percent-mobile"
"","/learning/math-master","math","practice","","","0","0","","","","FAIL","locator.waitFor: Timeout 45000ms exceeded.
Call log:
  - waiting for getByTestId('math-grade-select') to be visible
","/learning/math-master","mobile","math-practice-vertical-mobile"
"","/learning/math-master","math","learning","","","0","0","","","","FAIL","locator.waitFor: Timeout 45000ms exceeded.
Call log:
  - waiting for getByTestId('math-grade-select') to be visible
","/learning/math-master","mobile","math-learning-steps-mobile"
"","/learning/geometry-master","geometry","practice","","","0","0","","","","FAIL","locator.waitFor: Timeout 45000ms exceeded.
Call log:
  - waiting for locator('select').first() to be visible
","/learning/geometry-master","mobile","geometry-practice-mobile"
"","/learning/geometry-master","geometry","learning","","","0","0","","","","FAIL","locator.waitFor: Timeout 45000ms exceeded.
Call log:
  - waiting for locator('select').first() to be visible
","/learning/geometry-master","mobile","geometry-learning-mobile"
"","/learning/science-master","science","practice","","","0","0","","","","FAIL","locator.waitFor: Timeout 45000ms exceeded.
Call log:
  - waiting for locator('select').first() to be visible
","/learning/science-master","mobile","science-practice-mobile"
"","/learning/book/math/g1/ns_place_tens_units","math","books-math","g1","ns_place_tens_units","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/math/g1/ns_place_tens_units","desktop","book-math-g1-ns_place_tens_units-error"
"","/learning/book/geometry/g1/shapes_basic_square","geometry","books-geometry","g1","shapes_basic_square","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/geometry/g1/shapes_basic_square","desktop","book-geometry-g1-shapes_basic_square-error"
"","/learning/book/science/g1/materials","science","books-science","g1","materials","0","0","","","","FAIL","page.waitForSelector: Timeout 60000ms exceeded.
Call log:
  - waiting for locator('article') to be visible
","/learning/book/science/g1/materials","desktop","book-science-g1-materials-error"
