row_number,id,audience,source_file,source_line,report_surface,report_section,subject_if_known,grade_if_known,class_or_student_context_if_known,data_state_if_known,engine_meaning_plain_he,before_in_report_context,suggested_replacement_placeholder,after_in_report_context_placeholder,context_confidence,notes
171,TS-HE-01182,teacher,lib/teacher-server/discussion-question-preview.server.js,100,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: נושא הוא שדה חובה",,ימולא לאחר אישור נוסח,high,
172,TS-HE-01206,teacher,lib/teacher-server/teacher-guidance-v2.server.js,685,guidance_diagnostic,guidance_recommendation,,ה׳,תלמיד בודד — [תלמיד],normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בבלוק הכוונה/אבחון | המלצות והכוונה
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כפי שמופיע היום: תלמיד",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_no_data
173,TS-HE-01207,teacher,lib/teacher-server/teacher-guidance-v2.server.js,870,guidance_diagnostic,guidance_recommendation,,ה׳,תלמיד בודד — [תלמיד],normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בבלוק הכוונה/אבחון | המלצות והכוונה
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כפי שמופיע היום: תלמיד",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_no_data
174,TS-HE-01209,mixed_or_unclear,pages/api/teacher/activities/[activityId]/status.js,45,api_layer,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בהודעת מערכת למורה/מנהל | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: יותר מדי בקשות — המתן מעט ונסה שוב",,ימולא לאחר אישור נוסח,high,
175,TS-HE-01223,school_manager,pages/school/classes/index.js,534,report_general,data_health,,ה׳,מנהל/ת בית ספר — סקירת בית ספר,no_data,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק בית הספר | מצב נתונים
שכבה לדוגמה: ה׳
הקשר: מנהל/ת בית ספר — סקירת בית ספר
מצב נתונים: no_data
כפי שמופיע היום: אין כיתות בשכבה זו.",,ימולא לאחר אישור נוסח,high,
176,TS-HE-01242,school_manager,pages/school/students/index.js,402,report_general,data_health,,ה׳,תלמיד בודד — [תלמיד],no_data,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק בית הספר | מצב נתונים
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: no_data
כפי שמופיע היום: אין תלמידים בשכבה זו.",,ימולא לאחר אישור נוסח,high,
177,TS-HE-01243,school_manager,pages/school/students/index.js,456,report_general,data_health,,כיתה זו,תלמיד בודד — [תלמיד],normal_data,הודעה על מצב נתונים דל או חסר בדוח.,"בממשק בית הספר | מצב נתונים
שכבה לדוגמה: כיתה זו
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כפי שמופיע היום: לא נמצאו תלמידים בכיתה זו.",,ימולא לאחר אישור נוסח,high,
178,TS-HE-01277,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,49,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: טעינה נכשלה",,ימולא לאחר אישור נוסח,high,
179,TS-HE-01278,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,56,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: שגיאת רשת",,ימולא לאחר אישור נוסח,high,
180,TS-HE-01279,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,119,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: מעקב פעילות",,ימולא לאחר אישור נוסח,high,
181,TS-HE-01280,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,119,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: מעקב: …",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
182,TS-HE-01281,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,222,report_general,status_labels,,ה׳,תלמיד בודד — [תלמיד],normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כפי שמופיע היום: תלמיד",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_no_data
183,TS-HE-01282,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,223,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: סטטוס",,ימולא לאחר אישור נוסח,high,
184,TS-HE-01283,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,224,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: תשובות",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_student_thin
185,TS-HE-01284,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,225,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: נכונות",,ימולא לאחר אישור נוסח,high,
186,TS-HE-01285,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,226,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: פירוט",,ימולא לאחר אישור נוסח,high,
187,TS-HE-01286,teacher,pages/teacher/class/[classId]/activities/[activityId]/monitor.js,270,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כותרת במסך: לפי שאלה
כפי שמופיע היום: לפי שאלה",,ימולא לאחר אישור נוסח,high,
188,TS-HE-01312,teacher,pages/teacher/class/[classId]/activities/index.js,129,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: עריכה / הפעלה",,ימולא לאחר אישור נוסח,high,
189,TS-HE-01313,teacher,pages/teacher/class/[classId]/activities/index.js,129,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: צפייה",,ימולא לאחר אישור נוסח,high,
190,TS-HE-01428,teacher,pages/teacher/student/[studentId].js,236,student_report,guidance_recommendation,חשבון,ה׳,תלמיד בודד — [תלמיד],normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בדוח תלמיד | המלצות והכוונה
מקצוע לדוגמה: חשבון
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כותרת במסך: המלצות לי כמורה
כפי שמופיע היום: המלצות לי כמורה",,ימולא לאחר אישור נוסח,high,
191,TS-HE-01445,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,37,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: טעינה נכשלה",,ימולא לאחר אישור נוסח,high,
192,TS-HE-01446,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,43,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: שגיאת רשת",,ימולא לאחר אישור נוסח,high,
193,TS-HE-01447,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,60,report_general,status_labels,,ה׳,תלמיד בודד — [תלמיד],normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כפי שמופיע היום: מעקב פעילות — תלמידים פרטיים",,ימולא לאחר אישור נוסח,high,
194,TS-HE-01448,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,60,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: מעקב: …",,ימולא לאחר אישור נוסח,medium,template placeholders substituted with examples
195,TS-HE-01449,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,89,report_general,status_labels,,ה׳,תלמיד בודד — [תלמיד],normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
הקשר: תלמיד בודד — [תלמיד]
מצב נתונים: normal_data
כפי שמופיע היום: תלמיד",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_dashboard_no_data
196,TS-HE-01450,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,90,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: סטטוס",,ימולא לאחר אישור נוסח,high,
197,TS-HE-01451,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,91,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: תשובות",,ימולא לאחר אישור נוסח,high,matched scenario: teacher_student_thin
198,TS-HE-01452,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,92,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: נכונות",,ימולא לאחר אישור נוסח,high,
199,TS-HE-01453,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,93,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: דוח",,ימולא לאחר אישור נוסח,high,
200,TS-HE-01454,teacher,pages/teacher/students/activities/batch/[batchId]/monitor.js,123,report_general,status_labels,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בממשק המורה | תוויות סטטוס
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: טוען…",,ימולא לאחר אישור נוסח,high,
201,TS-HE-01647,mixed_or_unclear,utils/diagnostic-labels-he.js,280,guidance_diagnostic,guidance_recommendation,,ה׳,,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בבלוק הכוונה/אבחון | המלצות והכוונה
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: בלבול בכיוון העיגול",,ימולא לאחר אישור נוסח,high,
202,TS-HE-01652,mixed_or_unclear,utils/fast-diagnostic-engine/parent-copy-he.js,8,guidance_diagnostic,general,,ה׳,,normal_data,הטקסט מוצג למורה או למנהל/ת בית ספר כחלק מדוח או ממשק ניהול.,"בבלוק הכוונה/אבחון | אזור כללי
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: פער בהבנת המושג",,ימולא לאחר אישור נוסח,high,
203,TS-HE-01797,mixed_or_unclear,utils/fast-diagnostic-engine/probe-map-he.js,310,guidance_diagnostic,guidance_recommendation,,ה׳,,normal_data,המלצת פעולה או כיוון תמיכה למורה.,"בבלוק הכוונה/אבחון | המלצות והכוונה
שכבה לדוגמה: ה׳
מצב נתונים: normal_data
כפי שמופיע היום: שאלת מפה קצרה עם קנה מידה או כיוון ברור.",,ימולא לאחר אישור נוסח,high,
