row_number,review_file,id,source_file,source_line,report_surface,report_section,subject_if_known,topic_if_known,scenario_if_known,engine_meaning_plain_he,before_in_report_context,after_in_report_context,context_confidence,notes
509,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02296,utils/topic-next-step-phase2.js,763,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: התמונה לא משתפרת מספיק עם אותה נוסחה — לדייק מיקוד או לשנות כיוון, לא לחזור על אותו טקסט בלי שינוי.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): התמונה לא משתפרת מספיק עם אותה נוסחה — לדייק מיקוד או לשנות כיוון, לא לחזור על אותו טקסט בלי שינוי.",medium,
510,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02297,utils/topic-next-step-phase2.js,767,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: ההצלחה בעיקר עם הכוונה — עדיין לא נכון להסיק שליטה מלאה בלי תמיכה.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): ההצלחה בעיקר עם הכוונה — עדיין לא נכון להסיק שליטה מלאה בלי תמיכה.",medium,Source may feed parent report — confirm render path
511,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02298,utils/topic-next-step-phase2.js,769,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: לשמור על אותה רמת קושי, ולנסות קטע קצר יותר עם פחות הכוונה באמצע — רק אם זה נשאר נוח.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): לשמור על אותה רמת קושי, ולנסות קטע קצר יותר עם פחות הכוונה באמצע — רק אם זה נשאר נוח.",medium,Source may feed parent report — confirm render path
512,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02299,utils/topic-next-step-phase2.js,773,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: המידע פחות עדכני — לא להסתמך עליו לבד לפני שמעלים קושי או משנים כיוון.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): המידע פחות עדכני — לא להסתמך עליו לבד לפני שמעלים קושי או משנים כיוון.",medium,
513,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02300,utils/topic-next-step-phase2.js,776,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: תגובה מעורבת לתמיכה — חלק מתקדם, חלק עדיין תלוי; לדייק מבנה קצר.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): תגובה מעורבת לתמיכה — חלק מתקדם, חלק עדיין תלוי; לדייק מבנה קצר.",medium,Source may feed parent report — confirm render path
514,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02301,utils/topic-next-step-phase2.js,838,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: עדיף לא לחזור על אותו סוג תרגול בלי בדיקה מחודשת — אחרת זה נשמע חדש אבל לא באמת משתנה.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): עדיף לא לחזור על אותו סוג תרגול בלי בדיקה מחודשת — אחרת זה נשמע חדש אבל לא באמת משתנה.",medium,Source may feed parent report — confirm render path
515,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02302,utils/topic-next-step-phase2.js,841,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: יש שינוי קטן בכיוון או במטרה — לא רק עוד סיבוב על אותו ניסוח.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): יש שינוי קטן בכיוון או במטרה — לא רק עוד סיבוב על אותו ניסוח.",medium,
516,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02303,utils/topic-next-step-phase2.js,845,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: לפני הפחתת עזרה מלאה: שני מפגשים קצרים עם הצלחה קטנה בלי הכוונה באמצע, ואז בדיקה קצרה בסוף.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): לפני הפחתת עזרה מלאה: שני מפגשים קצרים עם הצלחה קטנה בלי הכוונה באמצע, ואז בדיקה קצרה בסוף.",medium,Source may feed parent report — confirm render path
517,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02304,utils/topic-next-step-phase2.js,849,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: סימני הצלחה: דיוק שנשמר באותה רמה ופחות טעויות חוזרות מאותו סוג — גם אם עדיין עם ליווי.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): סימני הצלחה: דיוק שנשמר באותה רמה ופחות טעויות חוזרות מאותו סוג — גם אם עדיין עם ליווי.",medium,Source may feed parent report — confirm render path
518,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02305,utils/topic-next-step-phase2.js,853,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: סימן שאפשר להפחית מעט עזרה: העצמאות קצת עולה או שיש הצלחה קצרה בלי עזרה באמצע — עדיין לא לבד לגמרי, אבל בכיוון טוב.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): סימן שאפשר להפחית מעט עזרה: העצמאות קצת עולה או שיש הצלחה קצרה בלי עזרה באמצע — עדיין לא לבד לגמרי, אבל בכיוון טוב.",medium,
519,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02306,utils/topic-next-step-phase2.js,949,report_builder,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — home recommendations
לפני החלפה: מה שנעשה בבית מתיישר עם מה שניסינו לשפר — אפשר להמשיך בזהירות, בלי להחליף הכל בבת אחת.","בונה דוח — home recommendations
אחרי החלפה (ללא שינוי מוצע): מה שנעשה בבית מתיישר עם מה שניסינו לשפר — אפשר להמשיך בזהירות, בלי להחליף הכל בבת אחת.",medium,
520,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02307,utils/topic-next-step-phase2.js,953,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: המטרה הייתה ברורה, אבל בפועל עדיין אין התאמה מספקת לציפייה — לעצור ולבדוק לפני עוד אותו סיבוב.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): המטרה הייתה ברורה, אבל בפועל עדיין אין התאמה מספקת לציפייה — לעצור ולבדוק לפני עוד אותו סיבוב.",medium,Source may feed parent report — confirm render path
521,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02308,utils/topic-next-step-phase2.js,957,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: בלי לבנות על ניחוש: שני מפגשים קצרים עם רישום קטן בסוף — מה הצליח בלי עזרה באמצע.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): בלי לבנות על ניחוש: שני מפגשים קצרים עם רישום קטן בסוף — מה הצליח בלי עזרה באמצע.",medium,Source may feed parent report — confirm render path
522,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02309,utils/topic-next-step-phase2.js,960,report_builder,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — כללי
לפני החלפה: להשאיר את אותו שלד תרגול קצר, ורק לדייק מטרה או טיימינג — בלי להחליף הכל.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): להשאיר את אותו שלד תרגול קצר, ורק לדייק מטרה או טיימינג — בלי להחליף הכל.",medium,Source may feed parent report — confirm render path
523,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02310,utils/topic-next-step-phase2.js,1023,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: לפני שמפחיתים עזרה: שני מפגשים קצרים עם הצלחה בסוף בלי הכוונה באמצע — עדיין לא עצמאות מלאה.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): לפני שמפחיתים עזרה: שני מפגשים קצרים עם הצלחה בסוף בלי הכוונה באמצע — עדיין לא עצמאות מלאה.",medium,Source may feed parent report — confirm render path
524,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02311,utils/topic-next-step-phase2.js,1025,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: לפני קפיצת רמה: הצלחה שחוזרת באותה רמת קושי, סיכון שימור לא גבוה, ונתון עדכני.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): לפני קפיצת רמה: הצלחה שחוזרת באותה רמת קושי, סיכון שימור לא גבוה, ונתון עדכני.",medium,Source may feed parent report — confirm render path
525,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02312,utils/topic-next-step-phase2.js,1027,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: אם גם בסבב הבא אותו דפוס בלי שיפור — לעבור לכיוון מעט שונה, לא עוד אותה חזרה.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): אם גם בסבב הבא אותו דפוס בלי שיפור — לעבור לכיוון מעט שונה, לא עוד אותה חזרה.",medium,
526,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02314,utils/topic-next-step-phase2.js,1032,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: מפגש קצר עם רישום קטן בסוף — מה הצליח בפועל.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): מפגש קצר עם רישום קטן בסוף — מה הצליח בפועל.",high,Source may feed parent report — confirm render path
527,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02316,utils/topic-next-step-phase2.js,1097,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: להחמיר מיקוד רק אחרי שבוע עם 2–3 מפגשים קצרים שבהם הדיוק נשמר.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): להחמיר מיקוד רק אחרי שבוע עם 2–3 מפגשים קצרים שבהם הדיוק נשמר.",medium,Source may feed parent report — confirm render path
528,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02317,utils/topic-next-step-phase2.js,1099,report_builder,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — כללי
לפני החלפה: להוסיף מעט לחץ זמן רק אחרי שני מפגשים רצופים עם דיוק שנשמר באותה רמה.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): להוסיף מעט לחץ זמן רק אחרי שני מפגשים רצופים עם דיוק שנשמר באותה רמה.",medium,Source may feed parent report — confirm render path
529,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02318,utils/topic-next-step-phase2.js,1100,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — כללי
לפני החלפה: להוסיף עומס רק אם שני מפגשים רצופים מראים שיפור בדיוק או בפחות טעויות חוזרות.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): להוסיף עומס רק אם שני מפגשים רצופים מראים שיפור בדיוק או בפחות טעויות חוזרות.",high,Source may feed parent report — confirm render path
530,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02319,utils/topic-next-step-phase2.js,1103,report_builder,general,,,,"המנוע מזהה שבתקופה האחרונה היו פחות הצלחות, ורוצה שההורה ישים לב בלי להיבהל.","בונה דוח — כללי
לפני החלפה: התנגדות חזקה או ירידה בדיוק — לחזור למפגש קצר יותר ולפשט את המשימה לשבוע.","בונה דוח — כללי
אחרי החלפה (ללא שינוי מוצע): התנגדות חזקה או ירידה בדיוק — לחזור למפגש קצר יותר ולפשט את המשימה לשבוע.",medium,Source may feed parent report — confirm render path
531,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-02327,utils/topic-next-step-phase2.js,1198,report_builder,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"בונה דוח — מצב נתונים
לפני החלפה: מידע חלקי בלבד","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): מידע חלקי בלבד",medium,
532,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00022,components/parent-report-detailed-surface.jsx,43,detailed_report,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"דוח מפורט — home recommendations
לפני החלפה: ready: מוכנים לשלב הבא","דוח מפורט — home recommendations
אחרי החלפה (ללא שינוי מוצע): ready: מוכנים לשלב הבא",high,
533,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00025,components/parent-report-detailed-surface.jsx,100,detailed_report,data_health,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"דוח מפורט — מצב נתונים
לפני החלפה: אין נתונים להצגה.","דוח מפורט — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): אין נתונים להצגה.",high,
534,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00180,pages/learning/parent-report-detailed.js,89,detailed_report,data_health,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"דוח מפורט — מצב נתונים
לפני החלפה: אין נתונים להצגה.","דוח מפורט — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): אין נתונים להצגה.",high,
535,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00181,pages/learning/parent-report-detailed.js,111,detailed_report,data_health,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"דוח מפורט — מצב נתונים
לפני החלפה: אין נתונים להצגה.","דוח מפורט — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): אין נתונים להצגה.",high,
536,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00227,pages/learning/parent-report-detailed.renderable.jsx,73,detailed_report,data_health,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"דוח מפורט — מצב נתונים
לפני החלפה: אין נתונים להצגה.","דוח מפורט — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): אין נתונים להצגה.",high,
537,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00228,pages/learning/parent-report-detailed.renderable.jsx,95,detailed_report,data_health,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"דוח מפורט — מצב נתונים
לפני החלפה: אין נתונים להצגה.","דוח מפורט — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): אין נתונים להצגה.",high,
538,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00284,pages/learning/parent-report.js,716,short_report,data_health,,,zero_data,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"דוח קצר — מצב נתונים
לפני החלפה: לא תורגל בתקופה שנבחרה","דוח קצר — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): לא תורגל בתקופה שנבחרה",medium,
539,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00512,pages/learning/parent-report.js,3904,short_report,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"דוח קצר — מצב נתונים
לפני החלפה: לא תורגל במקצוע זה בתקופה שנבחרה","דוח קצר — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): לא תורגל במקצוע זה בתקופה שנבחרה",high,
540,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00516,pages/learning/parent-report.js,4045,short_report,data_health,,,,המנוע אומר שעדיין אין מספיק תרגול כדי להסיק מסקנה ברורה.,"דוח קצר — מצב נתונים
לפני החלפה: לא תורגל בנושא זה בתקופה שנבחרה","דוח קצר — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): לא תורגל בנושא זה בתקופה שנבחרה",high,
541,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00640,utils/detailed-parent-report.js,1413,short_report,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"דוח קצר — home recommendations
לפני החלפה: שגרת תרגול קצרה בשלב זה.","דוח קצר — home recommendations
אחרי החלפה (ללא שינוי מוצע): שגרת תרגול קצרה בשלב זה.",high,
542,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00641,utils/detailed-parent-report.js,1413,short_report,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"דוח קצר — home recommendations
לפני החלפה: [נתון משתנה]: [נתון משתנה]","דוח קצר — home recommendations
אחרי החלפה: …: …",high,
543,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00725,utils/detailed-report-parent-letter-he.js,142,report_builder,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — home recommendations
לפני החלפה: [נתון משתנה] בשלב הזה עדיף להימנע מהחלטות גדולות בבית.","בונה דוח — home recommendations
אחרי החלפה: … בשלב הזה עדיף להימנע מהחלטות גדולות בבית.",high,
544,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00726,utils/detailed-report-parent-letter-he.js,143,report_builder,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — home recommendations
לפני החלפה: [נתון משתנה] כדאי להמשיך בתרגול קצר לפני שקובעים כיוון ברור.","בונה דוח — home recommendations
אחרי החלפה: … כדאי להמשיך בתרגול קצר לפני שקובעים כיוון ברור.",high,
545,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00772,utils/detailed-report-parent-letter-he.js,418,report_builder,general,,,,המנוע מנסה לתת להורה פעולה פשוטה שאפשר לעשות בבית בלי לחץ.,"בונה דוח — home recommendations
לפני החלפה: בשברים בשלב זה כדאי לאסוף עוד תרגול קצר לפני החלטה רחבה: [נתוני התרגול]","בונה דוח — home recommendations
אחרי החלפה: ב… בשלב זה כדאי לאסוף עוד תרגול קצר לפני החלטה רחבה: …",medium,
546,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00774,utils/detailed-report-parent-letter-he.js,430,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: בשלב הזה לא קובעים סופית לגבי שברים. [נתוני התרגול]${rc","בונה דוח — home recommendations
לפני החלפה: בשלב הזה לא קובעים סופית לגבי שברים. [נתוני התרגול]${rc",medium,no suggested replacement in owner-review row
547,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00779,utils/detailed-report-parent-letter-he.js,442,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: בשברים בשלב זה עדיין חסרים נתוני תרגול, ולכן נשארים עם ניסוח זהיר.","בונה דוח — home recommendations
אחרי החלפה: ב… בשלב זה עדיין חסרים נתוני תרגול, ולכן נשארים עם ניסוח זהיר.",medium,
548,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00787,utils/learning-patterns-analysis.js,312,report_builder,data_health,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — מצב נתונים
לפני החלפה: חולשה","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): חולשה",medium,
549,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00788,utils/learning-patterns-analysis.js,312,report_builder,data_health,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"בונה דוח — מצב נתונים
לפני החלפה: שמירה על רמה טובה","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): שמירה על רמה טובה",medium,
550,parent-report-hebrew-owner-review-11-rows-501-550.xlsx,PR-HE-00789,utils/learning-patterns-analysis.js,312,report_builder,data_health,,,,"המנוע משווה את התוצאות לאורך זמן, ולא מסתמך רק על תרגול אחד.","בונה דוח — מצב נתונים
לפני החלפה: הילד מצליח בנושא הזה לאורך זמן","בונה דוח — מצב נתונים
אחרי החלפה (ללא שינוי מוצע): הילד מצליח בנושא הזה לאורך זמן",medium,
551,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-00797,utils/learning-patterns-analysis.js,355,report_builder,data_health,,,,"המנוע משווה את התוצאות לאורך זמן, ולא מסתמך רק על תרגול אחד.","בונה דוח — מצב נתונים
לפני החלפה: מגמת שיפור","בונה דוח — מצב נתונים
לפני החלפה: מגמת שיפור",medium,no suggested replacement in owner-review row
552,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-00882,utils/learning-patterns-analysis.js,934,report_builder,general,,,,המנוע מנסה להסביר איפה הופיע קושי בתרגול ומה כדאי לבדוק שוב.,"בונה דוח — home recommendations
לפני החלפה: subjectImmediateActionHe: בשברים: משימה אחת קצרה עם חזרה על טעות טיפוסית באותה רמה.","בונה דוח — home recommendations
אחרי החלפה: subjectImmediateActionHe: ב…: משימה אחת קצרה עם חזרה על טעות טיפוסית באותה רמה.",medium,
553,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-00902,utils/learning-patterns-analysis.js,990,report_builder,general,,,,המנוע מנסה להפוך את הנתונים להמלצה קצרה וברורה להורה.,"בונה דוח — home recommendations
לפני החלפה: subjectImmediateActionHe: בשברים: שני מפגשים קצרים בשבוע באותה רמה.","בונה דוח — home recommendations
אחרי החלפה: subjectImmediateActionHe: ב…: שני מפגשים קצרים בשבוע באותה רמה.",medium,
554,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01054,utils/parent-report-ai/parent-report-ai-adapter.js,409,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: חלק מהתרגול בוצע בכיתה שונה מהכיתה הרשומה, ולכן הוא מוצג בנפרד.","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): חלק מהתרגול בוצע בכיתה שונה מהכיתה הרשומה, ולכן הוא מוצג בנפרד.",medium,
555,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01055,utils/parent-report-ai/parent-report-ai-adapter.js,425,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: סיכום חכם להורה","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): סיכום חכם להורה",medium,
556,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01057,utils/parent-report-ai/parent-report-ai-explainer.js,18,report_general,general,,,zero_data,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: math: חשבון","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): math: חשבון",medium,
557,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01058,utils/parent-report-ai/parent-report-ai-explainer.js,19,report_general,general,,,thin_data,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: hebrew: עברית","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): hebrew: עברית",high,
558,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01059,utils/parent-report-ai/parent-report-ai-explainer.js,20,report_general,general,,,zero_data_science_q0,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: science: מדעים","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): science: מדעים",high,
559,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01060,utils/parent-report-ai/parent-report-ai-explainer.js,21,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: geometry: גיאומטריה","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): geometry: גיאומטריה",high,
560,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01061,utils/parent-report-ai/parent-report-ai-explainer.js,22,report_general,general,,,zero_data_english_q0,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: english: אנגלית","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): english: אנגלית",high,
561,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01062,utils/parent-report-ai/parent-report-ai-explainer.js,23,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: english: גיאוגרפיה","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): english: גיאוגרפיה",high,
562,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01063,utils/parent-report-ai/parent-report-ai-explainer.js,79,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: המקצוע שנלמד","ai explainer — ai explainer
אחרי החלפה (ללא שינוי מוצע): המקצוע שנלמד",medium,
563,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01064,utils/parent-report-ai/parent-report-ai-explainer.js,0,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: לגבי [נתון משתנה]: מהתרגול המועט שנאסף אפשר לקבל כיוון ראשוני בלבד.","ai explainer — ai explainer
אחרי החלפה: לגבי …: מהתרגול המועט שנאסף אפשר לקבל כיוון ראשוני בלבד.",medium,exact source line not resolved; using inventory metadata and string text
564,parent-report-hebrew-owner-review-12-rows-551-600.xlsx,PR-HE-01065,utils/parent-report-ai/parent-report-ai-explainer.js,0,report_general,general,,,,המנוע מנסה להסביר להורה את מצב התרגול או את ההמלצה בצורה פשוטה.,"ai explainer — ai explainer
לפני החלפה: לגבי [נתון משתנה]: הנתונים בתקופה שנבחרה עדיין מצומצמים — מהתרגול שנאסף אפשר לקבל כיוון ראשוני בלבד.","ai explainer — ai explainer
אחרי החלפה: לגבי …: הנתונים בתקופה שנבחרה עדיין מצומצמים — מהתרגול שנאסף אפשר לקבל כיוון ראשוני בלבד.",medium,exact source line not resolved; using inventory metadata and string text
