row_number,id,audience,source_file,source_line,surface,section,decision_type,engine_meaning_plain_he,before_in_context,context_confidence,notes
213,SD-HE-00043,student,lib/classroom-activities/student-activity-error-labels.client.js,21,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: הפעילות לא משויכת אליך",high,
214,SD-HE-00044,student,lib/classroom-activities/student-activity-error-labels.client.js,22,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: לא ניתן לזהות את החשבון",high,
215,SD-HE-00045,student,lib/classroom-activities/student-activity-error-labels.client.js,23,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: לא ניתן לבצע את הפעולה כרגע",high,
216,SD-HE-00046,student,lib/classroom-activities/student-activity-error-labels.client.js,24,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: כבר הגשת את הפעילות",high,
217,SD-HE-00047,student,lib/classroom-activities/student-activity-error-labels.client.js,25,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: ממתינים למורה…",medium,placeholders substituted
218,SD-HE-00048,student,lib/classroom-activities/student-activity-error-labels.client.js,26,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: אין צורך להגיש תשובה",high,
219,SD-HE-00049,student,lib/classroom-activities/student-activity-error-labels.client.js,27,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: המערכת מתעדכנת — נסו שוב מאוחר יותר",high,
220,SD-HE-00050,student,lib/classroom-activities/student-activity-error-labels.client.js,28,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: שגיאה — נסו שוב",high,
221,SD-HE-00051,student,lib/classroom-activities/student-activity-error-labels.client.js,29,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: שגיאה — נסו שוב",high,
222,SD-HE-00052,student,lib/classroom-activities/student-activity-error-labels.client.js,30,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: שגיאת שרת — נסו שוב",high,
223,SD-HE-00053,student,lib/classroom-activities/student-activity-error-labels.client.js,31,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: פעולה לא נתמכת",high,
224,SD-HE-00054,student,lib/classroom-activities/student-activity-error-labels.client.js,32,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: לא ניתן לטעון את השאלה כרגע",high,
225,SD-HE-00055,student,lib/classroom-activities/student-activity-error-labels.client.js,33,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: לא ניתן לשלוח תשובה כרגע",high,
226,SD-HE-00056,student,lib/classroom-activities/student-activity-error-labels.client.js,38,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: נדרשת התחברות",high,
227,SD-HE-00057,student,lib/classroom-activities/student-activity-error-labels.client.js,39,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: שגיאת שרת — נסו שוב",high,
228,SD-HE-00058,student,lib/classroom-activities/student-activity-error-labels.client.js,40,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: פעולה לא נתמכת",high,
229,SD-HE-00059,student,lib/classroom-activities/student-activity-error-labels.client.js,41,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: לא ניתן לשלוח תשובה כרגע",high,
230,SD-HE-00069,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,50,decision_general,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"בממשק החלטות
אזור: progression
סוג החלטה: progression
כפי שמופיע: בתהליך",high,
231,SD-HE-00070,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,65,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: מתן הרשאת מקצוע",high,
232,SD-HE-00071,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,66,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: הסרת הרשאת מקצוע",high,
233,SD-HE-00072,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,77,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: מתן הרשאה",high,
234,SD-HE-00073,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,78,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: הסרת הרשאה",high,
235,SD-HE-00074,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,82,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: יצירת הרשאת גישה",high,
236,SD-HE-00075,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,83,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: ביטול הרשאת גישה",high,
237,SD-HE-00077,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,88,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: עדכון הרשאות תכונות",high,
238,SD-HE-00078,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,94,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: אין הרשאת מנהל/ת בית ספר",high,
239,SD-HE-00079,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,98,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: אין הרשאה",high,
240,SD-HE-00080,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,99,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: נתונים לא תקינים",high,
241,SD-HE-00081,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,101,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאת שרת — נסו שוב",high,
242,SD-HE-00083,mixed_or_unclear,lib/platform-ui/hebrew-display-labels.js,104,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: למורה אין הרשאה במקצוע זה",high,
243,SD-HE-00090,teacher,lib/teacher-server/teacher-activities.server.js,145,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: יש להזין כותרת (עד 120 תווים)",high,
244,SD-HE-00091,teacher,lib/teacher-server/teacher-activities.server.js,150,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: מזהה הכיתה אינו תקין",high,
245,SD-HE-00092,teacher,lib/teacher-server/teacher-activities.server.js,155,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: מקצוע לא תקין",high,
246,SD-HE-00094,teacher,lib/teacher-server/teacher-activities.server.js,168,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: יש להזין נושא (עד 120 תווים)",high,
247,SD-HE-00095,teacher,lib/teacher-server/teacher-activities.server.js,173,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: סוג פעילות לא תקין",high,
248,SD-HE-00096,teacher,lib/teacher-server/teacher-activities.server.js,178,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: אופן בחירת השאלות לא תקין",high,
249,SD-HE-00098,teacher,lib/teacher-server/teacher-activities.server.js,242,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: טווח נמענים לא תקין",high,
250,SD-HE-00099,teacher,lib/teacher-server/teacher-activities.server.js,257,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: מזהה תלמיד לא תקין",high,
251,SD-HE-00100,parent,pages/api/parent/create-student-access-code.js,34,api_layer,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בהודעת API למשתמש
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בהודעת מערכת: שם משתמש לא תקין",high,
252,SD-HE-00102,parent,pages/api/parent/create-student-access-code.js,59,api_layer,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בהודעת API למשתמש
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בהודעת מערכת: התלמיד אינו פעיל",high,
253,SD-HE-00103,parent,pages/api/parent/create-student-access-code.js,75,api_layer,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בהודעת API למשתמש
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בהודעת מערכת: בדיקת שם משתמש נכשלה",high,
254,SD-HE-00104,parent,pages/api/parent/create-student-access-code.js,78,api_layer,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בהודעת API למשתמש
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בהודעת מערכת: שם המשתמש כבר תפוס",high,
255,SD-HE-00105,parent,pages/api/parent/create-student.js,50,api_layer,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בהודעת API למשתמש
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בהודעת מערכת: לא ניתן לבדוק את מספר הילדים",high,
256,SD-HE-00106,parent,pages/api/parent/create-student.js,56,api_layer,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בהודעת API למשתמש
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בהודעת מערכת: ניתן להוסיף עד 3 ילדים בלבד לחשבון הורה",high,
257,SD-HE-00107,parent,pages/api/parent/delete-student.js,36,api_layer,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בהודעת API למשתמש
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: בהודעת מערכת: לא ניתן למחוק את התלמיד או שאין הרשאה",high,
258,SD-HE-00108,parent,pages/api/parent/delete-student.js,38,api_layer,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בהודעת API למשתמש
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בהודעת מערכת: מחיקת התלמיד נכשלה",high,
259,SD-HE-00109,mixed_or_unclear,pages/api/teacher/activities/[activityId]/report-export.js,33,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: יותר מדי בקשות — המתן מעט ונסה שוב",high,
260,SD-HE-00110,mixed_or_unclear,pages/api/teacher/activities/[activityId]/status.js,45,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: יותר מדי בקשות — המתן מעט ונסה שוב",high,
261,SD-HE-00111,mixed_or_unclear,pages/api/teacher/activities/index.js,83,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: יותר מדי בקשות — המתן מעט ונסה שוב",high,
262,SD-HE-00113,mixed_or_unclear,pages/api/teacher/activities/index.js,171,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: שיטת בקשה לא נתמכת",high,
263,SD-HE-00114,mixed_or_unclear,pages/api/teacher/activities/index.js,174,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: שגיאת שרת — נסה שוב",high,
264,SD-HE-00162,mixed_or_unclear,pages/learning/curriculum.js,574,decision_general,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"בממשק החלטות
אזור: progression
סוג החלטה: progression
כותרת: רמות קושי:
כפי שמופיע: הערות:",high,
265,SD-HE-00163,mixed_or_unclear,pages/learning/curriculum.js,593,decision_general,general,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בממשק החלטות
אזור: general
סוג החלטה: data_sufficiency
כותרת: נושאים זמינים:
כפי שמופיע: קנה מידה - במפות ובמודלים",high,
266,SD-HE-00169,mixed_or_unclear,pages/learning/curriculum.js,610,decision_general,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"בממשק החלטות
אזור: progression
סוג החלטה: progression
כותרת: רמות קושי:
כפי שמופיע: הערות:",high,
267,SD-HE-00198,student,pages/learning/english-master.js,2491,student_learning,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"במסך תרגול תלמיד
אזור: progression
סוג החלטה: progression
כפי שמופיע: עלית רמה!",high,
268,SD-HE-00203,student,pages/learning/english-master.js,3273,student_learning,general,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"במסך תרגול תלמיד
אזור: general
סוג החלטה: data_sufficiency
כותרת: 🎛️ הגדרות תרגול חכם
כפי שמופיע: ברירת מחדל",high,
269,SD-HE-00215,student,pages/learning/geometry-master.js,985,student_learning,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"במסך תרגול תלמיד
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה ביצירת שאלה. אנא נסה שוב או בחר נושא אחר.",high,
270,SD-HE-00219,student,pages/learning/geometry-master.js,2471,student_learning,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"במסך תרגול תלמיד
אזור: progression
סוג החלטה: progression
כפי שמופיע: עלית רמה!",high,
271,SD-HE-00227,student,pages/learning/geometry-master.js,3181,student_learning,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"במסך תרגול תלמיד
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה בטעינת לוח התוצאות:",high,
272,SD-HE-00248,student,pages/learning/hebrew-master.js,3023,student_learning,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"במסך תרגול תלמיד
אזור: progression
סוג החלטה: progression
כפי שמופיע: עלית רמה!",high,
273,SD-HE-00259,student,pages/learning/hebrew-master.js,4144,student_learning,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"במסך תרגול תלמיד
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה בטעינת לוח התוצאות:",high,
274,SD-HE-00285,student,pages/learning/math-master.js,3140,student_learning,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"במסך תרגול תלמיד
אזור: progression
סוג החלטה: progression
כפי שמופיע: עלית רמה!",high,
275,SD-HE-00300,student,pages/learning/math-master.js,5849,student_learning,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"במסך תרגול תלמיד
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה בטעינת לוח התוצאות:",high,
276,SD-HE-00314,student,pages/learning/moledet-geography-master.js,2438,student_learning,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"במסך תרגול תלמיד
אזור: progression
סוג החלטה: progression
כפי שמופיע: עלית רמה!",high,
277,SD-HE-00325,student,pages/learning/moledet-geography-master.js,3498,student_learning,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"במסך תרגול תלמיד
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה בטעינת לוח התוצאות:",high,
278,SD-HE-00342,student,pages/learning/science-master.js,553,student_learning,general,recommendation,המלצת פעולה על בסיס ניתוח למידה.,"במסך תרגול תלמיד
אזור: general
סוג החלטה: recommendation
כפי שמופיע: מגמת הדיוק ברצף האחרון יורדת — כדאי לחזור על החומר.",high,
279,SD-HE-00361,student,pages/learning/science-master.js,2794,student_learning,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"במסך תרגול תלמיד
אזור: progression
סוג החלטה: progression
כפי שמופיע: שחקן",high,
280,SD-HE-00362,student,pages/learning/science-master.js,2982,student_learning,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"במסך תרגול תלמיד
אזור: progression
סוג החלטה: progression
כפי שמופיע: עלית רמה במדעים!",high,
281,SD-HE-00369,student,pages/learning/science-master.js,3638,student_learning,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"במסך תרגול תלמיד
אזור: progression
סוג החלטה: progression
כותרת: 🎯 חזרה על שגיאות
כפי שמופיע: כיתה",high,
282,SD-HE-00379,student,pages/learning/science-master.js,4026,student_learning,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"במסך תרגול תלמיד
אזור: progression
סוג החלטה: progression
כפי שמופיע: בחר כיתה, רמה ונושא (לדוגמה: גוף האדם, צמחים, בעלי חיים ועוד).",high,
283,SD-HE-00383,student,pages/student/activity/[activityId].js,49,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: לא ניתן להתחיל את הפעילות",high,
284,SD-HE-00395,student,pages/student/home.js,379,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה בעיבוד הנתונים",high,
285,SD-HE-00401,student,pages/student/worksheet/[worksheetId].js,29,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה",high,
286,SD-HE-00402,student,pages/student/worksheet/[worksheetId].js,56,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: לא ניתן לפתוח",high,
287,SD-HE-00403,student,pages/student/worksheet/[worksheetId].js,74,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה",high,
288,SD-HE-00404,student,pages/student/worksheet/[worksheetId].js,107,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה",high,
289,SD-HE-00405,teacher,pages/teacher/class/[classId].js,77,decision_general,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בממשק החלטות
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: אין לך הרשאה לצפות בדוח כיתה זו.",high,
290,SD-HE-00406,teacher,pages/teacher/class/[classId].js,128,decision_general,general,recommendation,המלצת פעולה על בסיס ניתוח למידה.,"בממשק החלטות
אזור: general
סוג החלטה: recommendation
כפי שמופיע: מומלץ לחזק: …",medium,placeholders substituted
291,SD-HE-00423,teacher,pages/teacher/class/[classId]/activities/index.js,46,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: שגיאה בטעינה",high,
292,SD-HE-00424,teacher,pages/teacher/class/[classId]/activities/index.js,93,classroom_activity,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בפעילות כיתתית
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: בפעילות כיתתית: אין הרשאה לצפות בפעילויות כיתה זו.",high,
293,SD-HE-00426,teacher,pages/teacher/class/[classId]/activities/new.js,77,classroom_activity,permission_scope,permission_scope,הודעה על מגבלת הרשאה או היקף מקצועות.,"בפעילות כיתתית
אזור: permission_scope
סוג החלטה: permission_scope
כפי שמופיע: בפעילות כיתתית: אין לך הרשאה ליצור פעילויות לכיתה זו. פנה למנהל בית הספר.",high,
294,SD-HE-00430,teacher,pages/teacher/class/[classId]/worksheets/[worksheetId]/grade/[studentId].js,43,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה",high,
295,SD-HE-00431,teacher,pages/teacher/class/[classId]/worksheets/[worksheetId]/grade/[studentId].js,77,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה",high,
296,SD-HE-00432,teacher,pages/teacher/class/[classId]/worksheets/[worksheetId]/index.js,48,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה",high,
297,SD-HE-00433,teacher,pages/teacher/class/[classId]/worksheets/[worksheetId]/report.js,39,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה",high,
298,SD-HE-00434,teacher,pages/teacher/class/[classId]/worksheets/index.js,46,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה בטעינה",high,
299,SD-HE-00435,teacher,pages/teacher/class/[classId]/worksheets/new.js,111,decision_general,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בממשק החלטות
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: שגיאה בשמירה",high,
300,SD-HE-00441,teacher,pages/teacher/students/activities/new.js,157,classroom_activity,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"בפעילות כיתתית
אזור: progression
סוג החלטה: progression
כפי שמופיע: בפעילות כיתתית: תלמיד זה בכיתה ….",medium,placeholders substituted
301,SD-HE-00442,teacher,pages/teacher/students/activities/new.js,211,classroom_activity,validation_error,validation_error,הודעת חסימה/שגיאה שמונעת פעולה.,"בפעילות כיתתית
אזור: validation_error
סוג החלטה: validation_error
כפי שמופיע: בפעילות כיתתית: שאלון דורש הגבלת זמן",high,
302,SD-HE-00444,teacher,pages/teacher/students/activities/new.js,305,classroom_activity,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"בפעילות כיתתית
אזור: progression
סוג החלטה: progression
כותרת: בחר תלמידים פרטיים
כפי שמופיע: בפעילות כיתתית: הפעילות נעולה ל-….",medium,placeholders substituted
303,SD-HE-00445,teacher,pages/teacher/students/activities/new.js,322,classroom_activity,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"בפעילות כיתתית
אזור: progression
סוג החלטה: progression
כותרת: בחר תלמידים פרטיים
כפי שמופיע: בפעילות כיתתית: בחר הכל",high,
304,SD-HE-00446,teacher,pages/teacher/students/activities/new.js,322,classroom_activity,progression,progression,ניסוח שמציע שינוי רמה או המשך התקדמות.,"בפעילות כיתתית
אזור: progression
סוג החלטה: progression
כותרת: בחר תלמידים פרטיים
כפי שמופיע: בפעילות כיתתית: בחר הכל (…)",medium,placeholders substituted
305,SD-HE-00451,mixed_or_unclear,utils/contracts/narrative-contract-v1.js,26,decision_general,general,recommendation,המלצת פעולה על בסיס ניתוח למידה.,"בממשק החלטות
אזור: general
סוג החלטה: recommendation
כפי שמופיע: נכון לעכשיו",high,
306,SD-HE-00452,mixed_or_unclear,utils/contracts/narrative-contract-v1.js,26,decision_general,general,recommendation,המלצת פעולה על בסיס ניתוח למידה.,"בממשק החלטות
אזור: general
סוג החלטה: recommendation
כפי שמופיע: כדאי להמשיך לעקוב",high,
307,SD-HE-00460,mixed_or_unclear,utils/contracts/narrative-contract-v1.js,169,decision_general,data_sufficiency,data_sufficiency,הודעה שהנתונים אינם מספיקים לקבלת החלטה.,"בממשק החלטות
אזור: data_sufficiency
סוג החלטה: data_sufficiency
כפי שמופיע: עדיין אין מספיק נתונים לקבוע כיוון ברור — נמשיך לאט ובזהירות.",high,
