row_number,id,audience,source_file,source_line,surface,section,copy_type,meaning_plain_he,before_in_context,context_confidence,notes
253,SG-HE-04292,mixed_or_unclear,utils/geometry-question-generator.js,1478,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: אתגר סיווג: ""…"" כשם סוג משולש. (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
254,SG-HE-04342,mixed_or_unclear,utils/geometry-question-generator.js,1540,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ניתוח מתקדם: ""…"" = סוג משולש — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
255,SG-HE-02558,mixed_or_unclear,utils/curriculum-audit/geometry-sequencing-heuristics.js,63,learning_lobby,general,heading,טקסט בממשק הלמידה.,"בלובי למידה
אזור: general
סוג: heading
כפי שמופיע: בלובי למידה: מפתח מנורמל … לא תואם נושאים זמינים ב-… — ייתכן מאגר/מטא-דאטה ישן או כיתה שגויה.",medium,placeholders substituted
256,SG-HE-03541,mixed_or_unclear,utils/geometry-explanations.js,121,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: סיבוב נמדד במעלות סביב נקודה. חשבו אם מדובר ברבע, חצי או שלושת רבעי סיבוב מלא (…).",medium,placeholders substituted
257,SG-HE-03838,mixed_or_unclear,utils/geometry-explanations.js,957,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: תשובה גדולה מדי: אולי שכפת ריבוע במקום שורש, או חיברת … במקום ….",medium,placeholders substituted
258,SG-HE-03858,mixed_or_unclear,utils/geometry-explanations.js,1011,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: בדקו אם נדרש רבע סיבוב (…), חצי (…) או שלושת רבעים (…).",medium,placeholders substituted
259,SG-HE-04090,mixed_or_unclear,utils/geometry-question-generator.js,793,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מלבן שאורכו … יחידות ורוחבו … יחידות. היקף = 2 × (אורך + רוחב). מה היקף המלבן?",medium,placeholders substituted
260,SG-HE-04280,mixed_or_unclear,utils/geometry-question-generator.js,1461,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: חברו בין השם ""…"" לסוג המשולש. (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
261,SG-HE-04301,mixed_or_unclear,utils/geometry-question-generator.js,1494,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי: ""…"" מתאים לסוג משולש — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
262,SG-HE-04308,mixed_or_unclear,utils/geometry-question-generator.js,1501,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי לפי שם: ""…"" הוא משולש — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
263,SG-HE-04313,mixed_or_unclear,utils/geometry-question-generator.js,1506,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי קל: ""…"" הוא סוג משולש — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
264,SG-HE-04331,mixed_or_unclear,utils/geometry-question-generator.js,1527,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מיון משולשים: ""…"" = קטגוריה — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
265,SG-HE-04344,mixed_or_unclear,utils/geometry-question-generator.js,1542,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: אתגר הגדרות: ""…"" משולש מסוג — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
266,SG-HE-09488,mixed_or_unclear,utils/math-animations.js,552,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: שורה …: כופלים ב-……",medium,placeholders substituted
267,SG-HE-09659,mixed_or_unclear,utils/math-animations.js,1591,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: בעמודת ה… … קטן מ-…, לכן מוסיפים 10 לעמודה הזו ולוקחים 1 מהעמודה הבאה (השאלה).",medium,placeholders substituted
268,SG-HE-09786,mixed_or_unclear,utils/math-animations.js,2303,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: מסתכלים על ספרת היחידות של …. אם הספרה היא 0,2,4,6,8 – המספר זוגי. אם 1,3,5,7,9 – אי-זוגי.",medium,placeholders substituted
269,SG-HE-00314,mixed_or_unclear,data/help-center/content/parents.js,110,help_center,help,heading,טקסט במרכז העזרה.,"במרכז העזרה
אזור: help
סוג: heading
כפי שמופיע: התלמיד נכנס עם שם משתמש וקוד בן 4 ספרות. לאחר יצירה או איפוס, הקוד מוצג פעם אחת — שמרו אותו.",high,
270,SG-HE-02683,mixed_or_unclear,utils/curriculum-audit/israeli-primary-curriculum-map.js,443,learning_lobby,general,heading,טקסט בממשק הלמידה.,"בלובי למידה
אזור: general
סוג: heading
כפי שמופיע: בלובי למידה: כיתה … — מולדת/גיאוגרפיה: המיפוי השלבי נשאר ברמת אמון נמוכה עד סימון פדגוגי ייעודי.",medium,placeholders substituted
271,SG-HE-04180,mixed_or_unclear,utils/geometry-question-generator.js,1227,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי לפי תכונות: שני אורכי צלע שונים (…, …). מה המשמעות? (1 = ריבוע, 2 = מלבן)",medium,placeholders substituted
272,SG-HE-04277,mixed_or_unclear,utils/geometry-question-generator.js,1458,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי משולש: ""…"" = איזה סוג? (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
273,SG-HE-04302,mixed_or_unclear,utils/geometry-question-generator.js,1495,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מהו הסוג: ""…"" = משולש מספר — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
274,SG-HE-04325,mixed_or_unclear,utils/geometry-question-generator.js,1521,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי סוג: ""…"" = סוג משולש — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
275,SG-HE-04328,mixed_or_unclear,utils/geometry-question-generator.js,1524,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מאפייני צלעות: ""…"" = משולש — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
276,SG-HE-04329,mixed_or_unclear,utils/geometry-question-generator.js,1525,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: חקר משולשים: ""…"" שייך לסוג — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
277,SG-HE-04347,mixed_or_unclear,utils/geometry-question-generator.js,1545,mixed_or_unclear,help,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: help
סוג: explanation
כפי שמופיע: הסבר מילולי: ""…"" סוג משולש — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
278,SG-HE-04387,mixed_or_unclear,utils/geometry-question-generator.js,1616,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי מונח: … = מרובע בעל צלעות — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
279,SG-HE-09526,mixed_or_unclear,utils/math-animations.js,850,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: מורידים את הספרה הבאה (…). המספר החדש לחלוקה הוא ….",medium,placeholders substituted
280,SG-HE-10138,mixed_or_unclear,utils/math-animations.js,3851,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: בקנה מידה 1:… – כל 1 ס״מ במפה מייצג … ס״מ במציאות.",medium,placeholders substituted
281,SG-HE-00404,mixed_or_unclear,data/help-center/content/parents.js,263,help_center,empty_state,heading,טקסט במרכז העזרה.,"במרכז העזרה
אזור: empty_state
סוג: heading
כפי שמופיע: המערכת שומרת נתוני תרגול כדי להציג התקדמות ודוחות. אין לשתף קודי כניסה של תלמידים עם אחרים.",high,
282,SG-HE-04166,mixed_or_unclear,utils/geometry-question-generator.js,1187,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: השוו בין ריבוע למלבן: היקף בסיסי עם צלע … לכל הצלעות. מה מתאים? (1 = ריבוע, 2 = מלבן)",medium,placeholders substituted
283,SG-HE-04283,mixed_or_unclear,utils/geometry-question-generator.js,1464,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מה הסוג של משולש שנקרא ""…""? (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
284,SG-HE-04284,mixed_or_unclear,utils/geometry-question-generator.js,1468,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג משולש לפי תיאור: ""…"". (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
285,SG-HE-04312,mixed_or_unclear,utils/geometry-question-generator.js,1505,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: חברו שם לסוג: ""…"" = משולש — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
286,SG-HE-04314,mixed_or_unclear,utils/geometry-question-generator.js,1507,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סימון סוג: ""…"" משולש מספר — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
287,SG-HE-04330,mixed_or_unclear,utils/geometry-question-generator.js,1526,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בדיקת הבנה: ""…"" סוג משולש — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
288,SG-HE-04341,mixed_or_unclear,utils/geometry-question-generator.js,1539,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: חקר מעמיק: ""…"" מתאר משולש — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
289,SG-HE-04382,mixed_or_unclear,utils/geometry-question-generator.js,1608,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בחירת סוג: … מתאים למרובע מספר — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
290,SG-HE-04383,mixed_or_unclear,utils/geometry-question-generator.js,1609,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הגדרה: … מתאר מרובע עם מאפייני — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
291,SG-HE-04392,mixed_or_unclear,utils/geometry-question-generator.js,1623,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: ניסוח מדויק: … מתאר מרובע מסוג — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
292,SG-HE-10634,mixed_or_unclear,utils/math-question-generator.js,2183,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: איזה מספר גדול יותר — … או …? רשמו את הגדול: …",medium,placeholders substituted
293,SG-HE-00350,mixed_or_unclear,data/help-center/content/parents.js,168,help_center,help,heading,טקסט במרכז העזרה.,"במרכז העזרה
אזור: help
סוג: heading
כפי שמופיע: בתוך הדוח פתחו את אזור «שאלו על הדוח» והקלידו שאלה בעברית על הביצועים, הנושאים או ההמלצות.",high,
294,SG-HE-00638,mixed_or_unclear,data/legal/sitePolicies.he.js,110,policy,general,heading,טקסט מדיניות/הסכמה משפטי.,"במדיניות/הסכמה
אזור: general
סוג: heading
כפי שמופיע: במדיניות/הסכמה: בקשות מחיקה נוספות — נטפל בהן עד … ימי עסקים ממועד קבלת הבקשה.",medium,placeholders substituted
295,SG-HE-04115,mixed_or_unclear,utils/geometry-question-generator.js,906,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: כיתה ד׳ (קל): תיבה …×…×… ס""מ — נפח = אורך×רוחב×גובה. כמה ס""מ מעוקב?",medium,placeholders substituted
296,SG-HE-04340,mixed_or_unclear,utils/geometry-question-generator.js,1538,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: אתגר: ""…"" הוא משולש מסוג — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
297,SG-HE-04343,mixed_or_unclear,utils/geometry-question-generator.js,1541,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הוכחה: ""…"" שייך לקטגוריה — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
298,SG-HE-04362,mixed_or_unclear,utils/geometry-question-generator.js,1581,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: חקר תכונות: למרובע … יש צלעות — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
299,SG-HE-04381,mixed_or_unclear,utils/geometry-question-generator.js,1607,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי בסיסי: מרובע … הוא מסוג — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
300,SG-HE-04384,mixed_or_unclear,utils/geometry-question-generator.js,1613,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: התאמת מונח: … = איזה סוג מרובע? (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
301,SG-HE-10415,mixed_or_unclear,utils/math-explanations.js,1192,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: …. בסוף החיבור נשאר לנו 1 נוסף, כותבים אותו משמאל כמספר חדש בעמודת המאות/אלפים.",medium,placeholders substituted
302,SG-HE-10735,mixed_or_unclear,utils/math-question-generator.js,3501,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: אורך של … ס""מ במפה שווה ל-… ס""מ במציאות. מה קנה המידה? (1:…)",medium,placeholders substituted
303,SG-HE-00775,mixed_or_unclear,data/legal/sitePolicies.he.js,454,policy,general,heading,טקסט מדיניות/הסכמה משפטי.,"במדיניות/הסכמה
אזור: general
סוג: heading
כפי שמופיע: במדיניות/הסכמה: מסמך זה מסביר כיצד האתר עשוי להשתמש בבינה מלאכותית (AI) לסיוע להורים — כמידע חינוכי בלבד.",high,
304,SG-HE-02325,mixed_or_unclear,utils/ai-hybrid-diagnostic/explanation-layer.js,59,mixed_or_unclear,empty_state,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: empty_state
סוג: heading
כפי שמופיע: שער פלט: cannot-conclude. אין להסיק אבחנה חדה; להשתמש ב־probe ובמעקב חוזר לפי מדיניות V2.",high,
305,SG-HE-04130,mixed_or_unclear,utils/geometry-question-generator.js,999,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: מה הנפח של מנסרה עם בסיס משולש (בסיס …, גובה …) וגובה המנסרה …?",medium,placeholders substituted
306,SG-HE-04164,mixed_or_unclear,utils/geometry-question-generator.js,1182,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בוחנים צורה סגורה: ארבע צלעות שוות (…) וזוויות ישרות. מה היא? (1 = ריבוע, 2 = מלבן)",medium,placeholders substituted
307,SG-HE-04269,mixed_or_unclear,utils/geometry-question-generator.js,1427,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: : """"}הגדרה ""…"" — איזה יחס בין שני ישרים במישור? (1 = מקבילות, 2 = מאונכות)",medium,placeholders substituted
308,SG-HE-04309,mixed_or_unclear,utils/geometry-question-generator.js,1502,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג: ""…"" = משולש מסוג — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
309,SG-HE-04326,mixed_or_unclear,utils/geometry-question-generator.js,1522,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: הגדרה: ""…"" מתאים למשולש — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
310,SG-HE-04379,mixed_or_unclear,utils/geometry-question-generator.js,1605,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: התאמה: השם … מתאר מרובע מסוג — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
311,SG-HE-03559,mixed_or_unclear,utils/geometry-explanations.js,152,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: שואלים שטח: …. שואלים היקף: …. בדקו מה המילה בשאלה.",medium,placeholders substituted
312,SG-HE-03804,mixed_or_unclear,utils/geometry-explanations.js,853,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: במקבילית שטח הבסיס הוא … — בלי חלוקה ב־… (זה נוהג במשולש).",medium,placeholders substituted
313,SG-HE-04173,mixed_or_unclear,utils/geometry-question-generator.js,1215,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: שאלת זיהוי קצרה — מלבן: אורך …, רוחב …. מה סוג הצורה? (1 = ריבוע, 2 = מלבן)",medium,placeholders substituted
314,SG-HE-04300,mixed_or_unclear,utils/geometry-question-generator.js,1493,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בחרו סוג למשולש בשם ""…"": (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
315,SG-HE-04380,mixed_or_unclear,utils/geometry-question-generator.js,1606,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג פשוט: … שייך לקטגוריה — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
316,SG-HE-09552,mixed_or_unclear,utils/math-animations.js,1075,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: עכשיו שהמכנים זהים – עובדים רק על המונים: … … … = …",medium,placeholders substituted
317,SG-HE-10184,mixed_or_unclear,utils/math-explanations.js,28,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: מחשבים כפל כמו חיבור חוזר: … זה כמו לחבר את … לעצמו … פעמים.",medium,placeholders substituted
318,SG-HE-10673,mixed_or_unclear,utils/math-question-generator.js,2906,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בכיתה … תלמידים. … מהם בחוג כדורגל והשאר בחוג שחמט. כמה תלמידים בחוג שחמט?",medium,placeholders substituted
319,SG-HE-03833,mixed_or_unclear,utils/geometry-explanations.js,940,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: במשולש סכום זוויות = …. הזווית החסרה = ….",medium,placeholders substituted
320,SG-HE-04310,mixed_or_unclear,utils/geometry-question-generator.js,1503,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: תיאור: ""…"" מתאר משולש — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
321,SG-HE-04315,mixed_or_unclear,utils/geometry-question-generator.js,1508,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: בדיקה: ""…"" מתאים לסוג — (1 = שווה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
322,SG-HE-04357,mixed_or_unclear,utils/geometry-question-generator.js,1573,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג: … מתאים למרובע מסוג — (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
323,SG-HE-04368,mixed_or_unclear,utils/geometry-question-generator.js,1589,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: אתגר סיווג: … כשם סוג מרובע. (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
324,SG-HE-09882,mixed_or_unclear,utils/math-animations.js,2861,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: יש … תפוחים. מחלקים אותם לקבוצות של … תפוחים בכל קבוצה. כמה קבוצות יש?",medium,placeholders substituted
325,SG-HE-10194,mixed_or_unclear,utils/math-explanations.js,50,mixed_or_unclear,general,heading,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: heading
כפי שמופיע: פרק את המספר לעשרות/מאות/יחידות: למשל … זה … עשרות ו-… יחידות.",medium,placeholders substituted
326,SG-HE-10577,mixed_or_unclear,utils/math-question-generator.js,932,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: יש … קבוצות ו-… פריטים בכל קבוצה. מה הפעולה המתאימה כדי לקבל את הסך הכול?",medium,placeholders substituted
327,SG-HE-10617,mixed_or_unclear,utils/math-question-generator.js,1869,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: …איזה שבר גדול יותר — …/… או …/…? רשמו את השבר הגדול: …",medium,placeholders substituted
328,SG-HE-10693,mixed_or_unclear,utils/math-question-generator.js,2991,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: יש … תפוחים. מחלקים אותם לקבוצות של … תפוחים בכל קבוצה. כמה קבוצות יש?",medium,placeholders substituted
329,SG-HE-00957,mixed_or_unclear,lib/learning-client/studentHomeDashboardClient.js,242,dashboard,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בלוח בקרה
אזור: general
סוג: explanation
כפי שמופיע: בלוח בקרה: עוד … דקות לפרס הבא",medium,placeholders substituted
330,SG-HE-04327,mixed_or_unclear,utils/geometry-question-generator.js,1523,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: סיווג משולש: ""…"" הוא — (1 = שוׁה צלעות, 2 = שווה שוקיים, 3 = שונה צלעות)",medium,placeholders substituted
331,SG-HE-04353,mixed_or_unclear,utils/geometry-question-generator.js,1569,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: זיהוי מרובע: … = איזה מספר? (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
332,SG-HE-04356,mixed_or_unclear,utils/geometry-question-generator.js,1572,mixed_or_unclear,general,explanation,טקסט ממשק כללי שרואה המשתמש.,"בממשק כללי
אזור: general
סוג: explanation
כפי שמופיע: חברו בין השם … לסוג המרובע. (1 = ריבוע, 2 = מלבן, 3 = מקבילית, 4 = טרפז)",medium,placeholders substituted
