severity,category,book,page,path,issue,evidence,recommendation
High,Grade/meta wording,hebrew-g3,page-168.txt,audio-text/books/hebrew-g3/pages/page-168.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בתרגול תמצאו רשימות עם כיתה ומורה.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g3,page-210.txt,audio-text/books/hebrew-g3/pages/page-210.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",עכשיו אתם יודעים להשתתף בשיח בכיתה בעברית.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g4,page-002.txt,audio-text/books/hebrew-g4/pages/page-002.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ד׳ קוראים הרבה סוגי טקסטים.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g4,page-016.txt,audio-text/books/hebrew-g4/pages/page-016.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ד׳ המשפטים ארוכים יותר.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g4,page-038.txt,audio-text/books/hebrew-g4/pages/page-038.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",ביום שלישי האחרון ביקרה כיתה ד׳ במוזיאון הארכיאולוגי.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g4,page-079.txt,audio-text/books/hebrew-g4/pages/page-079.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ד׳:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g4,page-085.txt,audio-text/books/hebrew-g4/pages/page-085.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",גם בכיתה ד׳ קורים טעויות — חשוב לבדוק בעין.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g4,page-157.txt,audio-text/books/hebrew-g4/pages/page-157.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","לצייר שלט, לכתוב שלושה משפטים, ולהציג בכיתה בשבוע הבא.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g4,page-159.txt,audio-text/books/hebrew-g4/pages/page-159.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",זה יעזור לכם בכיתה ה׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g4,page-171.txt,audio-text/books/hebrew-g4/pages/page-171.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",ביום שלישי כיתה ד׳ ביקרה במוזיאון.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g4,page-183.txt,audio-text/books/hebrew-g4/pages/page-183.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",מנומס עוזר בתקשורת בכיתה ובבית הספר.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g5,page-002.txt,audio-text/books/hebrew-g5/pages/page-002.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ה׳ לא מספיק לקרוא מילה אחר מילה.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g5,page-033.txt,audio-text/books/hebrew-g5/pages/page-033.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה הציעו טיול.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-002.txt,audio-text/books/hebrew-g6/pages/page-002.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ו׳ קוראים שלוש סוגות עיקריות:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-009.txt,audio-text/books/hebrew-g6/pages/page-009.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",ניתוח טקסט בכיתה ו׳ לא אומר מונחים מסובכים.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-016.txt,audio-text/books/hebrew-g6/pages/page-016.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ו׳ הקטעים ארוכים יותר — לפעמים יש כמה פסקאות גוף.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-023.txt,audio-text/books/hebrew-g6/pages/page-023.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",הערכה ביקורתית בכיתה ו׳:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-037.txt,audio-text/books/hebrew-g6/pages/page-037.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ו׳ הקטעים ארוכים — שישה עד שמונה משפטים.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-051.txt,audio-text/books/hebrew-g6/pages/page-051.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",הנגדה בכיתה ו׳:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-087.txt,audio-text/books/hebrew-g6/pages/page-087.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","""קבוצת התלמידים מהכיתה ו׳ נוסעת למוזיאון"".","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-100.txt,audio-text/books/hebrew-g6/pages/page-100.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",בכיתה ו׳ השגיאות יכולות להיות:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-192.txt,audio-text/books/hebrew-g6/pages/page-192.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","מסורבל: ""התלמידים אשר בכיתה ו׳, אשר עבדו על הפרויקט, הציגו אותו"".","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-192.txt,audio-text/books/hebrew-g6/pages/page-192.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","ברור: ""תלמידי כיתה ו׳ הציגו את הפרויקט שעליו עבדו"".","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-201.txt,audio-text/books/hebrew-g6/pages/page-201.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","למשל — בקבוקים שהכיתה אוספת"".","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,hebrew-g6,page-202.txt,audio-text/books/hebrew-g6/pages/page-202.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","דוגמה — ""בקבוקים שהכיתה אוספת"". המחשה קונקרטית.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g1,page-009.txt,audio-text/books/math-g1/pages/page-009.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","חשוב: בכיתה א׳, בדף הזה, כשמגיעים אל 0 — עוצרים ולא ממשיכים למספרים שמתחת אל 0.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g1,page-064.txt,audio-text/books/math-g1/pages/page-064.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","בכיתה א׳ נשתמש בעשרות 10, 20 ו-30 — בלי אחדות בודדות.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g1,page-065.txt,audio-text/books/math-g1/pages/page-065.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","בכיתה א׳ נשתמש רק ב 10, 20 ו 30 בדף הזה.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g1,page-065.txt,audio-text/books/math-g1/pages/page-065.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",כלל: מחברים רק עשרות שלמות. התוצאה בכיתה א׳ לא עוברת 30.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g1,page-099.txt,audio-text/books/math-g1/pages/page-099.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נלמד כפל — ובכיתה א׳ נלמד אותו בדרך פשוטה:,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g1,page-100.txt,audio-text/books/math-g1/pages/page-100.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","בכיתה א׳ נשתמש בכפל קטן: קבוצות עד 5, והתוצאה עד 20.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-002.txt,audio-text/books/math-g2/pages/page-002.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","בכיתה ב׳ נעבוד הרבה עם מספרים כמו 124, 236 ו-405, וגם מספרים עד 1,000.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-037.txt,audio-text/books/math-g2/pages/page-037.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","כשמחברים שני מספרים בכיתה ב׳, אפשר לחשוב כך:","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-044.txt,audio-text/books/math-g2/pages/page-044.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","כשמחסרים שני מספרים בכיתה ב׳, אפשר לחשוב כך:","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-064.txt,audio-text/books/math-g2/pages/page-064.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נלמד כפל — בכיתה ב׳ זה גם קבוצות שוות וגם לוח הכפל.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-072.txt,audio-text/books/math-g2/pages/page-072.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",חשוב: בכיתה ב׳ לא נלמד שארית ולא חילוק ארוך — רק חלוקה שווה פשוטה.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-079.txt,audio-text/books/math-g2/pages/page-079.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.","חשוב: בכיתה ב׳ לומדים רק 2, 5 ו 10 — לא 3, 6 או 9.","לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-100.txt,audio-text/books/math-g2/pages/page-100.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",(בכיתה ב׳ לומדים חצי ורבע — לא שליש או שמינית.),"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-113.txt,audio-text/books/math-g2/pages/page-113.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נלמד שאלות מילוליות על מטבעות בכיתה ב׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-127.txt,audio-text/books/math-g2/pages/page-127.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נלמד שאלות מילוליות על ימי השבוע בכיתה ב׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-141.txt,audio-text/books/math-g2/pages/page-141.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נלמד שאלות מילוליות על קבוצות שוות בכיתה ב׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g2,page-148.txt,audio-text/books/math-g2/pages/page-148.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נלמד שאלות מילוליות על חלוקה שווה בכיתה ב׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g3,page-016.txt,audio-text/books/math-g3/pages/page-016.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",קשר לכיתה ג׳: 7 + 3 = 10 → 67 + 33 = 100 (אותו רעיון בעשרות).,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g3,page-072.txt,audio-text/books/math-g3/pages/page-072.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",קשר לכיתה ג׳: לוח חזק עוזר בכפל בעשרות ובשאלות מילוליות.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g3,page-092.txt,audio-text/books/math-g3/pages/page-092.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",היום נחזק חילוק — חלוקה שווה — עם מספרים גדולים יותר ממה שלמדנו בכיתה ב׳.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
High,Grade/meta wording,math-g3,page-098.txt,audio-text/books/math-g3/pages/page-098.txt,"ניסוח סילבוס/כיתה בתוך ספר העשרה. לא לכתוב לילד מה ""לומדים בכיתה"" או מה לא נלמד בכיתה אחרת.",חילוק שווה בכיתה ג׳ — עם מספרים עד מאות.,"לנסח מחדש כניסוח לימודי טבעי: למחוק את אזכור הכיתה/השוואת הכיתות, ולהשתמש ב""כאן"", ""בתרגול הזה"", ""נחזק"", ""נכיר"", ""נפתור"" או בדוגמה עצמה. אם הכיתה היא מקום פיזי בסיפור — אפשר להשאיר."
