category,engine_action_or_state,source_file,exact_condition_in_code,input_fields,output_field,parent_text_template_now,example_rendered_text,positive_or_negative_or_neutral,shown_in_short_screen,shown_in_short_pdf,shown_in_detailed_screen,shown_in_detailed_pdf,hidden_or_truncated,generic_or_specific,can_duplicate_with,can_conflict_with,notes_for_hebrew_rewrite
v2_tier_label,tierStableStrengthHe,utils/parent-report-language/short-report-v2-copy.js,positiveAuthorityLevel excellent/very_good/good OR maintain action,diagnosticEngineV2 unit canonicalState,diagnostic card tierHe / detailed summaryHe,חוזק יציב,בנושא חיבור: חוזק יציב,positive,partial,partial,no,no,none,specific,stable_mastery_why,tierWeakness same topic,Badge without q/acc unless caller adds
v2_tier_label,tierWeaknessRecurringHe,utils/parent-report-language/short-report-v2-copy.js,weakness unit && wrongCountForRules>=5,unit.recurrence.wrongCountForRules,diagnostic card tierHe,קושי שחוזר על עצמו,בנושא חיבור: קושי שחוזר על עצמו,negative,partial,partial,no,no,none,specific,recurring_mistakes_subject,no_recurrence gate,Needs wrong count evidence
v2_tier_label,tierWeaknessSupportHe,utils/parent-report-language/short-report-v2-copy.js,weakness unit && wrongCount<5,V2 weakness unit,diagnostic card tierHe,חיזוק עדין,בנושא קריאה: חיזוק עדין,negative,partial,partial,no,no,none,generic,remediate_same_level,,
v2_tier_label,v2ShortOverviewCannotConcludeHe,utils/parent-report-language/short-report-v2-copy.js,unitRequiresShortThinOverviewHedge(unit),thin V2 unit evidence,appended to mainFocusAreaLineHe,(hedge phrase from v2ShortOverviewCannotConcludeHe),— עדיין מוקדם לסכם בוודאות לפי כמות התרגול,neutral,yes,yes,no,no,none,generic,preliminary_signal,mainFocusAreaLineHe assertive,
v2_tier_label,v2SubjectDiagnosticRestraintHe,utils/parent-report-language/short-report-v2-copy.js,subject-level restraint copy,diagnostic restraint,subject diagnostic snippet,עדיין מוקדם לקבוע כיוון ברור על כל הנושאים...,(same),neutral,partial,partial,no,no,none,generic,phase7_soft_copy_tentative,,
topic_meta_copy,whatCouldChangeThisHe,utils/topic-next-step-phase2.js,buildWhatCouldChangeThisHe always after why,"q, behaviorType",topicEngineRowSignals.whatCouldChangeThisHe,"לאסוף יותר מ {max(q,12)} שאלות... עוד פרטים על טעויות... כיוון דיוק ברור...","לאסוף יותר מ 24 שאלות בתקופה שנבחרה, עוד פרטים על טעויות...",neutral,no,no,no,no,often collapsed in short UI,specific,insufficient_evidence narrative,,
behavior_metric,hint_dependence,utils/parent-report-row-behavior.js,hintRate>=0.42 && hintKnown>=3 → instruction_friction; risk flag hintDependenceRisk,mistake events hintUsed,behavior scores + riskFlags.hintDependenceRisk,הילד עדיין נעזר ברמזים / שיעור רמזים {pct}%,נקודות לתשומת לב: הילד עדיין נעזר ברמזים.,negative,yes,yes,no,no,none,specific,instruction_friction,advance_level blocked,User-requested explicit mapping
behavior_metric,speed_pressure_metric,utils/parent-report-row-behavior.js,modeKey speed OR medWrongMs<2200,"responseMsWrong, modeKey",diagnosticType speed_pressure,לחץ מהירות,הדפוס הנראה בביצוע: לחץ מהירות,negative,yes,yes,no,no,none,specific,speed_only_block_drop,,
behavior_metric,careless_execution_metric,utils/parent-report-root-cause.js,rootCause careless_execution,"acc 68-92, wr band",rootCauseLabelHe,טעויות מיהרות למרות שהחומר מוכר,(same),negative,yes,yes,no,no,none,specific,careless_pattern,stable_mastery,
detailed_report,detailed_summary_strength,utils/detailed-parent-report.js,strongPosD && leadPosD → tierStableStrengthHe in summaryHe,rankedPositiveD[0],subject section summaryHe,בנושא {name}: חוזק יציב,בנושא משולשים: חוזק יציב,positive,no,no,no,no,none,specific,strongestAreaLineHe,weak topic same subject in short,
detailed_report,detailed_trend_summaryHe,utils/detailed-parent-report.js,alignSubjectTrendCopyWithRowTrend: trend.summaryHe,row.trend.summaryHe,detailed subject trend block,(engine trend summaryHe sanitized),(row trend text),neutral,no,no,no,no,may differ from trendCompactLineHe truncate,specific,trendCompactLineHe,,
topic_table_cell,topic_row_accuracy,pages/learning/parent-report.js,row.accuracy displayed,topicEngineRowSignals + row metrics,subject topic table column,{acc}%,72%,neutral,yes,yes,no,no,none,specific,explain data section,,
topic_table_cell,topic_row_questions,pages/learning/parent-report.js,row.questions,topicEngineRowSignals + row metrics,subject topic table column,{q} שאלות,18 שאלות,neutral,yes,yes,no,no,none,specific,explain data section,,
topic_table_cell,topic_row_recommended_step,pages/learning/parent-report.js,recommendedStepLabelHe,topicEngineRowSignals + row metrics,subject topic table column,step label badge,step label badge,neutral,yes,yes,no,no,none,specific,explain data section,,
topic_table_cell,topic_row_diagnostic_type,pages/learning/parent-report.js,diagnosticTypeLabelHe,topicEngineRowSignals + row metrics,subject topic table column,behavior badge,behavior badge,neutral,yes,yes,no,no,none,specific,explain data section,,
topic_table_cell,topic_row_confidence_badge,pages/learning/parent-report.js,confidenceBadgeLabelHe,topicEngineRowSignals + row metrics,subject topic table column,יש מספיק שאלות / מוקדם...,יש מספיק שאלות / מוקדם...,neutral,yes,yes,no,no,none,specific,explain data section,,
topic_table_cell,topic_row_sufficiency_badge,pages/learning/parent-report.js,sufficiencyBadgeLabelHe,topicEngineRowSignals + row metrics,subject topic table column,כמות התרגול: טובה/בינונית/נמוכה,כמות התרגול: טובה/בינונית/נמוכה,neutral,yes,yes,no,no,none,specific,explain data section,,
